title,link,label
KK collects 180kg of floating at ferry,,Environment
How this Malaysian with phocomelia stood up to a bully in high school,,People and Living
Vietnam_War taps agricultural tourism for development,,Business & Economy
"Soccer-Arsenal want to be the kings of everything, says boss Arteta",https://www.thestar.com.my/sport/football/2024/12/06/soccer-arsenal-want-to-be-the-kings-of-everything-says-boss-arteta,Sports
Nationwide campaign begins; out for airfare and hotel deals,,Travel and Culture
"Collective approach 
key for future prosperity",https://www.thestar.com.my/business/business-news/2024/12/03/collective-approach-key-for-future-prosperity,Business & Economy
Malaysians are battling over growing mountains of waste,,Environment
Developers advised to embrace RE,https://www.thestar.com.my/business/business-news/2024/11/25/developers-advised-to-embrace-re,Business & Economy
reports stellar performance for 3Q24,,Entertainment & Style
"Kenyan, Taiwanese colleges ink deal to enhance role of Luban Workshop",,Science & Technology
International criminal court prosecutor seeks arrest warrant for Myanmar military leader,,Crime
Wildlife protection department's special unit nabs poachers Malaysia,,Environment
"Petai, tempoyak, and Chocha pairs flavours with Scotch",,People and Living
"Motor racing-Teamwork is McLaren's strength, says Norris",https://www.thestar.com.my/sport/motorsport/2024/12/01/motor-racing-teamwork-is-mclaren039s-strength-says-norris,Sports
"Soccer-FIFA launches 2022 World Cup legacy fund for initiatives with WHO, WTO and UNHCR",https://www.thestar.com.my/sport/football/2024/11/27/soccer-fifa-launches-2022-world-cup-legacy-fund-for-initiatives-with-who-wto-and-unhcr,Sports
Beyond sun and sea: Puerto Rico set to have very good season,,Travel and Culture
A nationwide journey to energy literacy,https://www.thestar.com.my/starpicks/2024/11/27/a-nationwide-journey-to-energy-literacy,Environment
Cycle Morib-Tanjung Sepat in Selangor a perfect weekend getaway,,Travel and Culture
Man gets two for using fake RM100 note,,Crime
Samsung Electronics changes chip chiefs after Chairman Lee confronts 'crisis',,Science & Technology
Georgian ruling party nominates ex-soccer player for president,,World & Politics
people are paddling along the world's waterways picking up trash,,World & Politics
Sabah shaping up nicely ahead of Cup tie against Kuching,https://www.thestar.com.my/sport/football/2024/12/06/sabah-shaping-up-nicely-ahead-of-cup-tie-against-kuching,Sports
TikTok owner ByteDance wins outstanding research award at annual ‘Olympics of AI’,,Science & Technology
Meta buys credits from four big US solar projects,,Science & Technology
Cricket-Brook hits another century as England take charge in Wellington,https://www.thestar.com.my/sport/cricket/2024/12/06/cricket-nz-win-toss-and-choose-to-bowl-in-second-test-v-england,Sports
"Over 200 fitness buffs dance to the tune of RM306,000 raised for dialysis centre",https://www.thestar.com.my/metro/metro-news/2024/10/18/over-200-fitness-buffs-dance-to-the-tune-of-rm306000-raised-for-dialysis-centre,Sports
Three Balkan capitals among world's 10 most polluted cities,https://www.thestar.com.my/lifestyle/living/2024/11/10/three-balkan-capitals-among-world039s-10-most-polluted-cities,People and Living
M’sian private varsity leash Asean rankings,,Education
Syndicates turning scam victims into unwitting accomplices,,World & Politics
Having mild autism was no hindrance for 12-year-old boy university,,Education
"Han Kang, Nobel Literature Prize winner, 'shocked' South Korean",,Travel and Culture
"Actor Rosyam Nor 'failed twice' as a farmer, was successful at the third attempt",,Entertainment & Style
Memorial commemorating heroic WWII rescue unveiled in China,https://www.thestar.com.my/news/world/2024/12/06/memorial-commemorating-heroic-wwii-rescue-unveiled-in-china,Science & Technology
Afghanistan's Education Ministry experiences modern Islamic nation’s education arrangement,,Education
Superb end as JJ and Selim blaze track to finish third overall,https://www.thestar.com.my/sport/motorsport/2024/11/18/superb-end-as-jj-and-selim-blaze-track-to-finish-third-overall,Sports
"One in ten m-bikers riding around without licences, say Johor JPJ",,World & Politics
Why baby walkers are dangerous and why playpens are better choices,https://www.thestar.com.my/lifestyle/family/2024/11/22/why-baby-walkers-are-dangerous-and-why-playpens-are-better-choices,Health and Family
Plus-size clothing brand owner from chinaware spreads body positivity using fashion,,Entertainment & Style
Cultural experts UN to shield war-torn Lebanon's heritage,,Travel and Culture
Region-specific diets around to combat obesity,,Health and Family
Simpang Pulai factory given sort out pollution-causing issues,,Environment
Brunei launches new marine services during Maritime Week,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/brunei-launches-new-marine-services-during-maritime-week,World & Politics
Higher cost of living impacts employment,https://www.thestar.com.my/business/business-news/2024/12/02/higher-cost-of-living-impacts-employment,Business & Economy
'Moana review: A seaworthy sequel that nearly matches first film,,Entertainment & Style
Can the world unite to end plastic pollution?,,Business & Economy
Caught on camera: orang utans at Sarawak's Gunung Lesong,https://www.thestar.com.my/news/environment/2023/09/10/caught-on-camera-orang-utans-at-sarawak039s-gunung-lesong,Environment
Drake accuses Spotify of artificially boosting Kendrick Lamar’s ‘Not Like Us’,https://www.thestar.com.my/lifestyle/entertainment/2024/11/27/drake-accuses-spotify-of-artificially-boosting-kendrick-lamars-not-like-us,Entertainment & Style
Green light for Sarawak road project,https://www.thestar.com.my/metro/metro-news/2024/11/27/green-light-for-sarawak-road-project,Environment
Ziyad puts date with City of Love on hold as shot putt mission comes first,https://www.thestar.com.my/sport/athletics/2024/09/01/ziyad-puts-date-with-city-of-love-on-hold-as-shot-putt-mission-comes-first,Sports
Soccer-Inter power past Parma in comfortable 3-1 win,https://www.thestar.com.my/sport/football/2024/12/07/soccer-inter-power-past-parma-in-comfortable-3-1-win,Sports
Tycoon loses suit,,Crime
"Exploring  one of Spain’s most charming cities, Valladolid",https://www.thestar.com.my/lifestyle/travel/2024/11/22/exploring--one-of-spains-most-charming-cities-valladolid,Travel and Culture
Improving lives: A club in Greenland helps fight suicide scourge,,Health and Family
Oximeter readings darker skin people not,,Health and Family
Beyond Koh Lipe: Explore Satun’s pristine Koh Bulon islands,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/beyond-koh-lipe-explore-satuns-pristine-koh-bulon-islands,World & Politics
"Albanian opposition leader Berisha released from house arrest, court say",,Crime
Pahang Royal couple honoured with honorary MMU doctorates,https://www.thestar.com.my/news/nation/2024/12/07/pahang-royal-couple-honoured-with-honorary-mmu-doctorates,Education
'Abu kong-kong': The joy of fishing with a simple and classic technique,,Travel and Culture
"More than Year 1 students have mastered basic reading and skills, says Fadhlina",,Education
How an Irish YouTuber a niche following into millions for charities with livestreams,,Science & Technology
Uruguay president-elect says Uruguay must respect diplomatic relationship with Venezuela,,World & Politics
Record-breaking climate change threats health,,Environment
Soccer-Leverkusen romp to 5-0 win over Salzburg in Champions League,https://www.thestar.com.my/sport/football/2024/11/27/soccer-leverkusen-romp-to-5-0-win-over-salzburg-in-champions-league,Sports
Dear Thelma: Boss's rage equal out of control – what do we do?,,People and Living
"explore the many secrets of Sungai Manjung, a prime spot for siakap fishing",,Travel and Culture
60YO is a star on German cooking competition programmes,,People and Living
Soitec to supply wafers to GlobalFoundries' 9SW platform,,Science & Technology
Norway’s US$1.8 trillion fund sees rare political unity as key,,Business & Economy
U.S. stocks close higher,https://www.thestar.com.my/news/world/2024/11/27/us-stocks-close-higher,Business & Economy
"Cricket-England declare for 427-6 in Wellington, set NZ target of 583",https://www.thestar.com.my/sport/cricket/2024/12/08/cricket-england-declare-for-427-6-in-wellington-set-nz-target-of-583,Sports
Soccer-Flick praises 'wonderful' Barca after 3-0 win over Brest,https://www.thestar.com.my/sport/football/2024/11/27/soccer-flick-praises-039wonderful039-barca-after-3-0-win-over-brest,Sports
"'White Lotus' back in Feb, 'Harry Potter' TV serial filming in 2025",,Entertainment & Style
"Number of registered OKU students nears 290,000",,Education
Indonesian Ombudsman urges transparent probe of fatal Semarang shooting,,Crime
Swiss watchmaker Bovet 1822 embraces change while still keeping tradition alive,,Entertainment & Style
Peru Congress removes mining minister as small miners snarl roadways,,World & Politics
Is Pilates too strenuous for senior citizens?,https://www.thestar.com.my/lifestyle/health/2024/11/10/is-pilates-too-strenuous-for-senior-citizens,Health and Family
Americans not bring seasonal vaccines ahead of holidays: report,,Health and Family
China's BRI injects vitality into millennia-old Silk Road: Cambodian senior minister,,World & Politics
The only way to eradicate polio is to get vaccinated,,Health and Family
Testing times for Malaysia's elephants,https://www.thestar.com.my/news/environment/2024/05/19/testing-times-for-malaysia039s-elephants,Environment
HK-born conductor Chan to shake up orchestras,,Travel and Culture
Alphabet's Waymo to expand ride-hailing services to Miami,https://www.thestar.com.my/tech/tech-news/2024/12/05/alphabet039s-waymo-to-expand-ride-hailing-services-to-miami,Science & Technology
UPNM intensifies steps to stop bullying culture,,Education
German groundskeepers use traditional method to handle climate transfer,,People and Living
Motor racing-Bollard scuppers Hamilton's hopes on Mercedes farewell,https://www.thestar.com.my/sport/motorsport/2024/12/07/motor-racing-bollard-wrecks-hamilton039s-final-qualifying-for-mercedes,Sports
"PPI continues to fall, 2.4% lower in Oct 2024",https://www.thestar.com.my/business/business-news/2024/11/27/ppi-continues-to-fall-24-lower-in-oct-2024,Business & Economy
India suspends parliament again in row over U.S. action on Adani,https://www.thestar.com.my/news/world/2024/11/27/indian-parliament-suspended-again-in-row-over-us-accusations-against-adani,World & Politics
These two infections affect senior citizens more sternly,,Health and Family
Cinnamon industry to grow with FTAs,https://www.thestar.com.my/business/business-news/2024/11/29/cinnamon-industry-to-grow-with-ftas,Business & Economy
Bad air is hurting the heart to death,,Environment
Beauty programme empowers women to upskill themselves and impact their community,https://www.thestar.com.my/lifestyle/family/2024/11/28/beauty-programme-empowers-women-to-upskill-themselves-and-impact-their-community,Health and Family
"News Analysis - Is there a better, more holistic way to track the health of Singapore’s MRT system?",,Health and Family
"Check out 1-day drum and percussion festival featuring Zainal Abidin, Rie Tsuji, Steve Thornton and more",,Entertainment & Style
"Allowances given to GISB extremity who sign up for voluntary rehab, Dewan Rakyat told",,World & Politics
"‘Red Light, Green Light’: Doll from 'Squid Game' brings Paris to standstill",,Entertainment & Style
Prenatal blood test sometimes hints at cancer in moms-to-be: study,,Science & Technology
Feature: Chinese drilling team turning Egypt's desert into farmland,,Crime
Cricket-South Africa continue quest for World Test Championship final place,https://www.thestar.com.my/sport/cricket/2024/12/04/cricket-south-africa-continue-quest-for-world-test-championship-final-place,Sports
Business confidence on the rise - MIER,,Business & Economy
The effects of climate change in Malaysia,https://www.thestar.com.my/lifestyle/health/the-doctor-says/2022/07/05/the-effects-of-climate-change-in-malaysia,Environment
When should parents wean off babies from pacifiers?,https://www.thestar.com.my/lifestyle/family/2024/11/14/when-should-parents-wean-off-babies-from-pacifiers,Health and Family
Poland will not support EU-Mercosur trade deal: Polish PM,,Business & Economy
Shoplot swindle: Accounts officer RM210K in property scam,,World & Politics
'Kamen Rider' rides into KL with a 50th-anniversary celebration exhibition,,Travel and Culture
Local actress Susan Lankester wins Best Actress at Asian Academy Creative Awards,https://www.thestar.com.my/lifestyle/entertainment/2024/12/05/local-actress-susan-lankester-wins-best-actress-at-asian-academy-creative-awards,Entertainment & Style
Azroy has dad to thank for his steady ride to the top,https://www.thestar.com.my/sport/motorsport/2024/12/07/azroy-has-dad-to-thank-for-his-steady-ride-to-the-top,Sports
Cost of convenience: Coffee pods need and waste more resources than other methods,https://www.thestar.com.my/lifestyle/living/2024/11/15/cost-of-convenience-coffee-pods-need-and-waste-more-resources-than-other-methods,People and Living
Death of Army cadet undergoing under investigation,,Crime
Prenatal blood test sometimes hints at cancer in moms-to-be: study,https://www.thestar.com.my/news/world/2024/12/07/prenatal-blood-test-sometimes-hints-at-cancer-in-moms-to-be-study,Science & Technology
Not all long Covid treatments work; here are those that might,,Health and Family
"UN partner with Kenya to tackle malnutrition, boosting children's health",,Health and Family
‘12-year education a must’,https://www.thestar.com.my/news/nation/2024/12/04/12-year-education-a-must,Education
"Cricket-Cup in one hand and control in the other, India boss 2024",https://www.thestar.com.my/sport/cricket/2024/12/02/cricket-cup-in-one-hand-and-control-in-the-other-india-boss-2024,Sports
Saudi Arabia approves 2025 budget with deficit of 26.88 bln USD,https://www.thestar.com.my/news/world/2024/11/27/saudi-arabia-approves-2025-budget-with-deficit-of-2688-bln-usd,Business & Economy
Damage to schools being measure,,Education
like Daniel new look? His style shows has changed,,Entertainment & Style
Pneumonia is killing our people so let's step up and fight against it,,Health and Family
E-bikes show positive progress,https://www.thestar.com.my/business/business-news/2024/11/28/e-bikes-show-positive-progress,Business & Economy
ball-shaped Media Congress kicks off in UAE,,World & Politics
"Declining dropout rates, rising TVET enrolment highlight success of education plan, says DG",,Education
US Force drones spotted over its military in,,World & Politics
Does taking vitamin C when you're sick really work?,https://www.thestar.com.my/lifestyle/health/2024/11/23/does-taking-vitamin-c-when-you039re-sick-really-work,Health and Family
'Engage core!' – how do you really do that?,,Health and Family
Motor racing-Leclerc leads Norris in sole Qatar practice,https://www.thestar.com.my/sport/motorsport/2024/11/29/motor-racing-leclerc-leads-norris-in-sole-qatar-practice,Sports
Inari Amertron expects continued demand for advanced semiconductor packaging,https://www.thestar.com.my/business/business-news/2024/11/27/inari-amertron-expects-continued-demand-for-advanced-semiconductor-packaging,Science & Technology
"Ceasefire between Israel, Hezbollah takes effect",https://www.thestar.com.my/news/nation/2024/11/27/ceasefire-between-israel-hezbollah-takes-effect,World & Politics
Harleein out to emulate her idol El Weleily at KL International Junior C’ships,https://www.thestar.com.my/sport/squash/2024/12/03/harleein-out-to-emulate-her-idol-el-weleily-at-kl-international-junior-cships,Sports
Plaintiff in asset seizure did not show a warrant to enter my says Datuk Vida,,Crime
Nickel trading case: Prosecution says 947 invested S$1.46bil into scheme that was ‘fiction’,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/nickel-trading-case-prosecution-says-947-invested-s146bil-into-scheme-that-was-fiction,Business & Economy
An app that bode and maps cholera outbreaks,,Health and Family
local_anesthetic author writes guidebook to encourage inclusivity in preschools,,Health and Family
We're not moving fast enough towards clean energy,,Environment
Class act for English learning,https://www.thestar.com.my/news/education/2024/12/08/class-act-for-english-learning,Education
South Korea makes first back-to-back pace cuts since 2009,,Business & Economy
Japanese prosecutor apologises to Hakamada after acquittal,,Crime
"Exploring one of Spain’s charming cities, Valladolid",,Travel and Culture
"Ronny Chieng picks Malaysia as the Asian country, pokes fun at",,Entertainment & Style
Reducing your Netflix footprint: A guide to sustainable streaming,,Science & Technology
Taiwan's Foxconn says global manufacturing footprint shield from Trump's,,Science & Technology
"Be a good person, young teachers told",https://www.thestar.com.my/news/education/2024/11/24/be-a-good-person-young-teachers-told,Education
M’sia to engage with East Asian nations,,World & Politics
Inari Amertron expects continued demand for advanced semiconductor packaging,,Science & Technology
Air pollution a factor in increasing antibiotic resistance,https://www.thestar.com.my/lifestyle/health/2023/08/17/air-pollution-a-factor-in-increasing-antibiotic-resistance,Environment
‘Teachers need a good cry too’,,Education
"Explore the many secrets of Sungai Manjung, a prime spot for siakap fishing",https://www.thestar.com.my/lifestyle/travel/2024/12/03/explore-the-many-secrets-of-sungai-manjung-a-prime-spot-for-siakap-fishing,Travel and Culture
Huawei drops Android from gadgets next year in China tech pivot,,Science & Technology
"Cambodian PM Hun Manet rules out further zoning adjustments in Tonle Sap area, cites conservation",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/cambodian-pm-hun-manet-rules-out-further-zoning-adjustments-in-tonle-sap-area-cites-conservation,Environment
"Singapore Oct core inflation at 2.1% y/y, lowest in almost 3 years",https://www.thestar.com.my/business/business-news/2024/11/25/singapore-oct-core-inflation-at-21-yy-lowest-in-almost-3-years,Business & Economy
Woman gets one month's jail children unsupervised for days,,Crime
Mattel sued over 'Wicked' dolls with porn website link,https://www.thestar.com.my/lifestyle/entertainment/2024/12/04/mattel-sued-over-039wicked039-dolls-with-porn-website-link,Entertainment & Style
Jung Woo-sung's paternity reveal exposes where Korea stands extramarital babies,,World & Politics
"Almost all flood-affected candidates sat for SPM oral test, says Fadhlina",,Education
US theatre company designs comedy show for adults with autism,,People and Living
planet broke all the wrong records in 2023,,Environment
Go on a delicious modern Malaysian odyssey with Hide KL's latest menu,,People and Living
Soccer-Man United's poor set-piece defending a stumbling block for coach Amorim,https://www.thestar.com.my/sport/football/2024/12/08/soccer-man-united039s-poor-set-piece-defending-a-stumbling-block-for-coach-amorim,Sports
French budget requests almost US$10.6bil,,Business & Economy
Economists see stable inflation rest of 2024,,Business & Economy
"Beijing, EU aim resolve tariffs dispute",,Business & Economy
That dystopian ‘future’ scientists talk about? It's already here,https://www.thestar.com.my/news/environment/2024/02/24/that-dystopian-future-scientists-talk-about-it039s-already-here,Environment
M’sian bags award,,Education
"SPM exams to kick off Dec 2, end on Feb 6, 2025",,Education
OECD forecasts 0.5 pct growth for Italy in 2024,https://www.thestar.com.my/news/world/2024/12/05/oecd-forecasts-05-pct-growth-for-italy-in-2024,Science & Technology
Mother for rescue from human syndicate,,Crime
Little pygmy hippo Moo Deng now has an official song for you to bounce to,,People and Living
bulking up to build muscles safe for teens?,,Health and Family
"Take care of your health, the planet's too",,Environment
Higher entry fee for Mt Fuji climbers likely,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/higher-entry-fee-for-mt-fuji-climbers-likely,Environment
"SPM exams to kick off Dec 2, end on Feb 6, 2025",,Education
"back in Feb, 'Harry Potter' TV 2025",,Entertainment & Style
the waters around friendlier to,,Environment
Actor Gong Yoo returns with mystery melodrama ‘The Trunk’,,Entertainment & Style
Beans and peas better than veggie burgers and plant milk: researchers,,People and Living
"White truffles, Italy's menaced by climate change",,People and Living
Ziyad erases dark episode that has haunted him for three years,https://www.thestar.com.my/sport/athletics/2024/09/05/ziyad-erases-dark-episode-that-has-haunted-him-for-three-years,Sports
US$300bil COP29 climate deal criticised,,Business & Economy
kong-kong': joy of fishing with a simple and,,Travel and Culture
Sales gallery opens four months after land acquired,https://www.thestar.com.my/metro/metro-news/2024/11/27/sales-gallery-opens-four-months-after-land-acquired,Business & Economy
MP questions decision to continue with examinations during floods as students are mentally-affected,,Education
UPSI lecturer wins GESS Award for VR teaching project,,Education
"Albanian opposition Berisha released from house arrest,",,Crime
Having mild autism was no boy to enter university,,Education
Climate change and human health are intimately linked,,Environment
Olympic gold medallist Arshad feels motivated by para athletes,https://www.thestar.com.my/sport/athletics/2024/09/08/olympic-gold-medallist-arshad-feels-motivated-by-para-athletes,Sports
US women's soccer team disability is no barrier to greatness,,People and Living
Malaysian eagles are nesting in towers instead of trees,https://www.thestar.com.my/news/environment/2023/12/02/malaysian-eagles-are-nesting-in-towers-instead-of-trees,Environment
"Motor racing-Russell on pole in Las Vegas, Verstappen ahead of Norris",https://www.thestar.com.my/sport/motorsport/2024/11/23/motor-racing-russell-on-pole-in-las-vegas-verstappen-ahead-of-norris,Sports
"Sri Lanka children missing in floods, likely cyclone approaches India",,Environment
and Soul: Jesse van den Driesen – Living life purpose,,People and Living
"1 killed, 20 hospitalized after inhale toxic fumes at pharma plant in India",,Health and Family
South Koreans oppose arms for Ukraine as envoy visits,,World & Politics
Motor racing-Hyundai's Genesis to enter world endurance hypercar in 2026,https://www.thestar.com.my/sport/motorsport/2024/12/05/motor-racing-hyundai039s-genesis-to-enter-world-endurance-hypercar-in-2026,Sports
Global Media Congress kicks off in UAE,,World & Politics
plans massive expansion AI supercomputer in Memphis,,Science & Technology
Soccer-Iraola happy with Bournemouth defence in win over Spurs,https://www.thestar.com.my/sport/football/2024/12/06/soccer-iraola-happy-with-bournemouth-defence-in-win-over-spurs,Sports
China investigates defence minister for corruption: Report,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/china-investigates-defence-minister-for-corruption-report,World & Politics
The first_base step is the hardest,,Environment
China bans export of key minerals to US as trade frictions escalate,,Business & Economy
Circular economy in Malaysia: Going round and round in a good,,Environment
"Tuberculosis incidence, mortality rates in China drop 30 percent from 2012",,Science & Technology
Looking out,,Entertainment & Style
Those with lower incomes are more likely to suffer from depression and anxiety,,Health and Family
Unlocking opportunities,,Education
Fierce debate over American_Stock_Exchange on plastic output as treaty deadline looms,,Business & Economy
Noted! Post-It therapy transforms New York subway,https://www.thestar.com.my/lifestyle/people/2024/11/14/noted-post-it-therapy-transforms-new-york-subway,People and Living
Go for a Muslim-friendly in vibrant Taiwan,,Travel and Culture
Cricket-England secure dominant victory in second test to win series,https://www.thestar.com.my/sport/cricket/2024/12/08/cricket-root-secures-century-as-england-press-for-second-test-victory,Sports
Malaysian Defence Ministry transfers care for 128 Palestinians to Ops Ihsan,,World & Politics
Testing times for Malaysia's elephant,,Environment
foliate 6,,Entertainment & Style
Woman in cyanide poisoning case faces 14 murder charges,,Crime
Collective approach key for future,,Business & Economy
Indian author Amitav Ghosh wins top Dutch prize,,Travel and Culture
It’s tough becoming a dad – and they get little support too,,Health and Family
"Mohd Irwan feeling vindicated, six years after CBT allegations emerged",,Crime
"Sailing the seven seas, spreading a green message",https://www.thestar.com.my/news/environment/2023/04/22/sailing-the-seven-seas-spreading-a-green-message,Environment
The Malayan tiger roars into life,https://www.thestar.com.my/news/environment/2024/11/27/the-malayan-tiger-roars-into-life,Sports
SMK Choong Hua wins big for eco innovation,https://www.thestar.com.my/news/education/2024/12/01/smk-choong-hua-wins-big-for-eco-innovation,Education
UPM students cultures in Japan,,Education
TM registers stable nine-month performance,,Entertainment & Style
"Customs dept seizes rice, liquor worth over RM2.09mil",,Crime
Jailed Moscow politician end war at start of terrorism trial,,World & Politics
explosion kills 3 SE Spain,,World & Politics
Australia nears social media ban for children after debate,,World & Politics
One-handed Jericho stands tall with gold and Games record,https://www.thestar.com.my/sport/athletics/2024/09/27/one-handed-jericho-stands-tall-with-gold-and-games-record,Sports
Nearly in after pro-Khan protests,,World & Politics
Soccer-Three Italian brothers score five goals in two Sunday games,https://www.thestar.com.my/sport/football/2024/12/09/soccer-three-italian-brothers-score-five-goals-in-two-sunday-games,Sports
Study: Vitamin D in pregnancy improves childhood bone density,,Health and Family
Anti-death penalty Singapore issued Pofma order false claim about prisoners,,Crime
Taiwanese musician-director Liu Chia-chang die of cancer at 81,,Entertainment & Style
"‘Red Light, Green Light’: dame from 'Squid Game' brings Paris to standstill",,Entertainment & Style
sign of JS-SEZ deal postponed,,Business & Economy
British singer Kate Nash is baring her bottom on OnlyFans to fund her tour,https://www.thestar.com.my/lifestyle/entertainment/2024/11/28/british-singer-kate-nash-is-baring-her-bottom-on-onlyfans-to-fund-her-tour,Entertainment & Style
How US proposed tariffs may affect commodities and energy,https://www.thestar.com.my/business/business-news/2024/11/28/how-us-proposed-tariffs-may-affect-commodities-and-energy,Business & Economy
How AI can support neurodiverse students,,People and Living
Diabetes: Empowering communities with peer support and social media,https://www.thestar.com.my/lifestyle/health/2024/11/20/diabetes-empowering-communities-with-peer-support-and-social-media,Health and Family
"Arthur Frommer, creator of 'Europe On five Dollars A Day' travel guides, dies at 95",,Travel and Culture
"Petai, tempoyak, and whisky? Chocha pairs local Malaysian flavours with Scotch",https://www.thestar.com.my/lifestyle/living/tipsy-turvy/2024/11/16/petai-tempoyak-and-whisky-chocha-pairs-local-malaysian-flavours-with-scotch,People and Living
Chocolate lovers go nuts for viral Dubai chocolate in Germany,,People and Living
Page,,Entertainment & Style
Tips on work when pregnant,,Health and Family
Motor racing-Grosjean relives the race that changed his life,https://www.thestar.com.my/sport/motorsport/2024/11/29/motor-racing-grosjean-relives-the-race-that-changed-his-life,Sports
"Beauty industry turns to mindfulness and sustainability, as seen in Malaysia",,Entertainment & Style
"novels, romances and nonfiction books by Shakespeare",,Travel and Culture
"RM6.82mil 364 schools, churches and in northern Sabah",,Education
Why does UK lag on 5G mobile connectivity?,,Science & Technology
"Albania fire tear gas, water cannon at protesters",,World & Politics
From treetops to under the sea: Extraordinary culinary adventures that go beyond the plate,,Travel and Culture
Legendary footballer Zinedine Zidane turns watch auctioneer for a good cause,https://www.thestar.com.my/lifestyle/style/2024/11/29/rare-watches-at-ela-charity-auction,Entertainment & Style
Time for the big guns: It's governments that have to drive climate crisis mitigation,,Environment
"Najib, Irwan Serigar granted DNAA in RM6.6bil CBT case",https://www.thestar.com.my/news/nation/2024/11/27/najib-irwan-serigar-granted-dnaa-in-rm66bil-cbt-case,World & Politics
"Sounds like a scary Solo job, but Kim Swee will persist with Persis",https://www.thestar.com.my/sport/football/2024/11/27/sounds-like-a-scary-solo-job-but-kim-swee-will-persist-with-persis,World & Politics
US judge will not delay Google search trial for DOJ switch to Trump administration,,Crime
Setiu fatal crash: Vegetable seller imprison until tomorrow,,World & Politics
agricultural for,,Business & Economy
Woman one for leaving children unsupervised for two days,,Crime
E-bikes progress,,Business & Economy
This Chinese humanoid robot is going open source,,Science & Technology
The world is bankrolling the climate crisis,,Environment
"10 newfangled novels, romances and nonfiction books inspired by Shakespeare",,Travel and Culture
"Telegram, a lawless chat app, a crackdown",,Science & Technology
Canada's int'l trade increases in October,https://www.thestar.com.my/news/world/2024/12/06/canada039s-int039l-trade-increases-in-october,Science & Technology
"Food waste accounts for 40% of waste transport to Johor landfills, state assembly hears",,World & Politics
Bermaz Auto’s distributorship for Deepal EVs not expected to move needle,,Business & Economy
SPM 2024 kicks off tomorrow,https://www.thestar.com.my/news/education/2024/12/01/spm-2024-kicks-off-tomorrow,Education
Taiwan's Foxconn says global footprint shield it from Trump's,,Science & Technology
Is Hendrawan heading to Lion City to fill huge vacant spot?,https://www.thestar.com.my/sport/badminton/2024/11/27/is-hendrawan-heading-to-lion-city-to-fill-huge-vacant-spot,Sports
"Ceasefire between Israel, Hezbollah take effect",,World & Politics
Wearing Associate_in_Nursing apron while you cook can evoke memories and spark inspiration,,People and Living
African Development Bank pledges $1 billion to Morocco,https://www.thestar.com.my/sport/others/2024/12/06/african-development-bank-pledges-1-billion-to-morocco,Sports
TikTok owner ByteDance outstanding research award annual ‘Olympics,,Science & Technology
Pap talk,,Education
Asean exchanges to work on centralised ESG,,Science & Technology
"Motor racing-I know I've still got it, says 'slow' Hamilton",https://www.thestar.com.my/sport/motorsport/2024/12/01/motor-racing-i-know-i039ve-still-got-it-says-039slow039-hamilton,Sports
"How a viral, duct-taped banana came to be worth US$1mil",,Travel and Culture
Research excellence nod for UCSI don,,Education
Verdict due next March in Marine Le Pen's EU graft charges trial,https://www.thestar.com.my/news/world/2024/11/28/verdict-due-next-march-in-marine-le-pen039s-eu-graft-charges-trial,Crime
Citigroup rolls out artificial intelligence tools for employee in eight countries,,Science & Technology
US hits South-East Asian solar imports with duties,https://www.thestar.com.my/business/business-news/2024/12/02/us-hits-south-east-asian-solar-imports-with-duties,Business & Economy
Soccer-Alvarez and Correa double up to help Atletico thrash Sparta Prague 6-0,https://www.thestar.com.my/sport/football/2024/11/27/soccer-alvarez-and-correa-braces-help-atletico-thrash-sparta-prague-6-0,Sports
Japan’s corporate service inflation remains steady,,Business & Economy
Chinese scientists advance digitally-assisted fuel cell design,https://www.thestar.com.my/news/world/2024/12/06/chinese-scientists-advance-digitally-assisted-fuel-cell-design,Science & Technology
Want to take a pill for your pain? Read on,https://www.thestar.com.my/lifestyle/health/2024/11/16/want-to-take-a-pill-for-your-pain-read-on,Health and Family
Free Russian for M’sians,,Education
"Explore many secrets of Sungai Manjung, a spot for siakap fishing",,Travel and Culture
Vietnam in need of faster fund disbursement,,Business & Economy
Motor racing-Canadian GP agrees to carbon-reducing date change from 2026,https://www.thestar.com.my/sport/motorsport/2024/11/18/motor-racing-canadian-gp-agrees-to-carbon-reducing-date-change-from-2026,Sports
Vietnam PM urges US to lift some high-tech export restrictions,,Science & Technology
Taylor Swift 'Eras' tie-in book sells more than 800k copies in first weekend,,Travel and Culture
New digital banks fuel sector growth in 2024,https://www.thestar.com.my/news/nation/2024/12/08/new-digital-banks-fuel-sector-growth-in-2024,Science & Technology
ball-shaped Media Congress kicks off in UAE,,World & Politics
CrowdStrike raises annual forecast on steady cybersecurity demand,,Science & Technology
Eating dark chocolate 5 times a could lower 2 diabetes risk,,Health and Family
