title,link,label
Social media curbs ‘easier said than done’,https://www.thestar.com.my/news/nation/2024/11/27/social-media-curbs-easier-said-than-done,Science & Technology
Hundreds attend Hindraf rally anniversary,https://www.thestar.com.my/news/nation/2024/11/27/hundreds-attend-hindraf-rally-anniversary,World & Politics
Tiong: Multiple-language signs a boon for tourists,https://www.thestar.com.my/news/nation/2024/11/27/tiong-multiple-language-signs-a-boon-for-tourists,Travel and Culture
Man gets two years for using fake RM100 note,https://www.thestar.com.my/news/nation/2024/11/27/man-gets-two-years-for-using-fake-rm100-note,Crime
PM: Speed up FA-50M deal,https://www.thestar.com.my/news/nation/2024/11/27/pm-speed-up-fa-50m-deal,World & Politics
Looking out for everyone,https://www.thestar.com.my/news/nation/2024/11/27/looking-out-for-everyone,Entertainment & Style
Expats contribute RM75bil to GDP,https://www.thestar.com.my/news/nation/2024/11/27/expats-contribute-rm75bil-to-gdp,Business & Economy
From darkest space to deepest ocean,https://www.thestar.com.my/news/environment/2024/11/27/from-darkest-space-to-deepest-ocean,Science & Technology
Axelsen-Antonsen rivalry inspires Eogene to close big gap on his elite teammates,https://www.thestar.com.my/sport/badminton/2024/11/27/axelsen-antonsen-rivalry-inspires-eogene-to-close-big-gap-on-his-elite-teammates,Sports
Call for stricter penalties for wildlife-related collisions,https://www.thestar.com.my/opinion/letters/2024/11/27/call-for-stricter-penalties-for-wildlife-related-collisions,Environment
Higher entry fee for Mt Fuji climbers likely,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/higher-entry-fee-for-mt-fuji-climbers-likely,Environment
Police clash with Imran’s supporters,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/police-clash-with-imrans-supporters,Crime
HZ0 Fortis Racing team end Super Trofeo Asia season in style,https://www.thestar.com.my/sport/motorsport/2024/11/27/hz0-fortis-racing-team-end-super-trofeo-asia-season-in-style,Sports
Malay teen excels in Chinese school,https://www.thestar.com.my/news/nation/2024/11/27/malay-teen-excels-in-chinese-school,Education
M’sia to engage with East Asian nations,https://www.thestar.com.my/news/nation/2024/11/27/msia-to-engage-with-east-asian-nations,World & Politics
Nurqayyum delights Bryan after delivering long awaited medal in world juniors,https://www.thestar.com.my/sport/diving/2024/11/27/nurqayyum-delights-bryan-after-delivering-long-awaited-medal-in-world-juniors,Sports
‘Pastor’ charged with killing mum,https://www.thestar.com.my/news/nation/2024/11/27/pastor-charged-with-killing-mum,Crime
Relief for tense Turtles as key midfielder Tukhtasinov decides to stay on,https://www.thestar.com.my/sport/football/2024/11/27/relief-for-tense-turtles-as-key-midfielder-tukhtasinov-decides-to-stay-on,Sports
Tycoon loses defamation suit,https://www.thestar.com.my/news/nation/2024/11/27/tycoon-loses-defamation-suit,Crime
"Sounds like a scary Solo job, but Kim Swee will persist with Persis",https://www.thestar.com.my/sport/football/2024/11/27/sounds-like-a-scary-solo-job-but-kim-swee-will-persist-with-persis,World & Politics
The Malayan tiger roars into life,https://www.thestar.com.my/news/environment/2024/11/27/the-malayan-tiger-roars-into-life,Sports
Ex-bank chief gets suspended death sentence for graft,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/ex-bank-chief-gets-suspended-death-sentence-for-graft,Business & Economy
Bringing forests back to life again,https://www.thestar.com.my/news/nation/2024/11/27/bringing-forests-back-to-life-again,Environment
Sean left wishing his strike against Selangor had earned Pahang a win,https://www.thestar.com.my/sport/football/2024/11/27/sean-left-wishing-his-strike-against-selangor-had-earned-pahang-a-win,Sports
Syndicates turning scam victims into unwitting accomplices,https://www.thestar.com.my/news/nation/2024/11/27/syndicates-turning-scam-victims-into-unwitting-accomplices,World & Politics
"Rocket test site ablaze, none injured",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/rocket-test-site-ablaze-none-injured,Science & Technology
CELEBRATING DIVERSITY IN ACTION,https://www.thestar.com.my/news/nation/2024/11/27/celebrating-diversity-in-action,Travel and Culture
Bomba uses drones to help monitor water levels in Terengganu,https://www.thestar.com.my/news/nation/2024/11/27/bomba-uses-drones-to-help-monitor-water-levels-in-terengganu,Environment
VENTURING INTO NEW OPPORTUNITIES,https://www.thestar.com.my/news/nation/2024/11/27/venturing-into-new-opportunities,World & Politics
"Rebel army ready for dialogue with junta, with China’s help",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/rebel-army-ready-for-dialogue-with-junta-with-chinas-help,World & Politics
Bermaz Auto’s distributorship for Deepal EVs not expected to move needle,https://www.thestar.com.my/business/business-news/2024/11/27/bermaz-autos-distributorship-for-deepal-evs-not-expected-to-move-needle,Business & Economy
‘New Bangsa Johor syllabus to enhance national education’,https://www.thestar.com.my/news/nation/2024/11/27/new-bangsa-johor-syllabus-to-enhance-national-education,Education
New hall for Indian arts and culture in Johor,https://www.thestar.com.my/metro/metro-news/2024/11/27/new-hall-for-indian-arts-and-culture-in-johor,Travel and Culture
Starbucks using pen and paper after vendor hack,https://www.thestar.com.my/business/business-news/2024/11/27/starbucks-using-pen-and-paper-after-vendor-hack,Business & Economy
Pharmaniaga 3Q24 net profit at RM101mil,https://www.thestar.com.my/business/business-news/2024/11/27/pharmaniaga-3q24-net-profit-at-rm101mil,Business & Economy
Wicked and Gladiator II rake in US$168mil,https://www.thestar.com.my/business/business-news/2024/11/27/wicked-and-gladiator-ii-rake-in-us168mil,Entertainment & Style
Fewer vagrants positive sign of state’s eradicating poverty pledge,https://www.thestar.com.my/metro/metro-news/2024/11/27/fewer-vagrants-positive-sign-of-states-eradicating-poverty-pledge,Business & Economy
Untold potential in our children,https://www.thestar.com.my/metro/metro-news/2024/11/27/untold-potential-in-our-children,World & Politics
Tribunal orders company to repay paramedic officer in travel scam,https://www.thestar.com.my/metro/metro-news/2024/11/27/tribunal-orders-company-to-repay-paramedic-officer-in-travel-scam,World & Politics
Discarded paper made into a million exercise books,https://www.thestar.com.my/metro/metro-news/2024/11/27/discarded-paper-made-into-a-million-exercise-books,Environment
Peranakan heirlooms dazzle in debut book,https://www.thestar.com.my/metro/metro-news/2024/11/27/peranakan-heirlooms-dazzle-in-debut-book,Travel and Culture
University chancellor conferred fellowship for his contributions,https://www.thestar.com.my/metro/metro-news/2024/11/27/university-chancellor-conferred-fellowship-for-his-contributions,Education
Opening the door to new connections in George Town,https://www.thestar.com.my/metro/metro-news/2024/11/27/opening-the-door-to-new-connections-in-george-town,People and Living
Turkiye-inspired festive buffets,https://www.thestar.com.my/food/eating-out/2024/11/27/turkiye-inspired-festive-buffets,Travel and Culture
Sales gallery opens four months after land acquired,https://www.thestar.com.my/metro/metro-news/2024/11/27/sales-gallery-opens-four-months-after-land-acquired,Business & Economy
Green light for Sarawak road project,https://www.thestar.com.my/metro/metro-news/2024/11/27/green-light-for-sarawak-road-project,Environment
TH Plantations achieves strong 3Q24 results,https://www.thestar.com.my/business/business-news/2024/11/27/th-plantations-achieves-strong-3q24-results,Environment
Fusion of old and new at Chinatown festival,https://www.thestar.com.my/metro/metro-news/2024/11/27/fusion-of-old-and-new-at-chinatown-festival,Entertainment & Style
"Love Penang Run draws over 10,000 participants",https://www.thestar.com.my/metro/metro-news/2024/11/27/love-penang-run-draws-over-10000-participants,World & Politics
Sabak Bernam’s cockle seed numbers drop to zero,https://www.thestar.com.my/metro/metro-news/2024/11/27/sabak-bernams-cockle-seed-numbers-drop-to-zero,Environment
Fun run in support of spinal muscular atrophy patients,https://www.thestar.com.my/metro/metro-news/2024/11/27/fun-run-in-support-of-spinal-muscular-atrophy-patients,World & Politics
Better coordination to mitigate floods in Klang,https://www.thestar.com.my/metro/metro-news/2024/11/27/better-coordination-to-mitigate-floods-in-klang,Environment
Penang formulating action plan to achieve gender inclusiveness ideals,https://www.thestar.com.my/metro/metro-news/2024/11/27/penang-formulating-action-plan-to-achieve-gender-inclusiveness-ideals,People and Living
Do Java and Sumatra need more SEZs?,https://www.thestar.com.my/business/insight/2024/11/27/do-java-and-sumatra-need-more-sezs,Business & Economy
KLK 4Q profit plunges on RM180mil impairment,https://www.thestar.com.my/business/business-news/2024/11/27/klk-4q-profit-plunges-on-rm180mil-impairment,Business & Economy
"Trump vows tariffs on China, Mexico, Canada",https://www.thestar.com.my/business/business-news/2024/11/27/trump-vows-tariffs-on-china-mexico-canada,World & Politics
Asean stock exchanges to work on centralised ESG data infrastructure,https://www.thestar.com.my/business/business-news/2024/11/27/asean-stock-exchanges-to-work-on-centralised-esg-data-infrastructure,Science & Technology
Onus on banks to prevent misuse of green loans,https://www.thestar.com.my/business/business-news/2024/11/27/onus-on-banks-to-prevent-misuse-of-green-loans,Business & Economy
Maybank posts strong nine-month performance,https://www.thestar.com.my/business/business-news/2024/11/27/maybank-posts-strong-nine-month-performance,Business & Economy
More exit pathways needed for digital economy,https://www.thestar.com.my/business/business-news/2024/11/27/more-exit-pathways-needed-for-digital-economy,Science & Technology
Is Hendrawan heading to Lion City to fill huge vacant spot?,https://www.thestar.com.my/sport/badminton/2024/11/27/is-hendrawan-heading-to-lion-city-to-fill-huge-vacant-spot,Sports
MAHB expects growth as FY24 comes to a close,https://www.thestar.com.my/business/business-news/2024/11/27/mahb-expects-growth-as-fy24-comes-to-a-close,Business & Economy
RichTech inks underwriting deal with KAF,https://www.thestar.com.my/business/business-news/2024/11/27/richtech-inks-underwriting-deal-with-kaf,Science & Technology
Malakoff’s profit in 3Q at RM59mil on cheaper coal,https://www.thestar.com.my/business/business-news/2024/11/27/malakoffs-profit-in-3q-at-rm59mil-on-cheaper-coal,Business & Economy
IOI Corp 1Q25 profit surges on higher palm oil prices,https://www.thestar.com.my/business/business-news/2024/11/27/ioi-corp-1q25-profit-surges-on-higher-palm-oil-prices,Business & Economy
TM registers stable nine-month performance,https://www.thestar.com.my/business/business-news/2024/11/27/tm-registers-stable-nine-month-performance,Entertainment & Style
Sunway reports stellar performance for 3Q24,https://www.thestar.com.my/business/business-news/2024/11/27/sunway-reports-stellar-performance-for-3q24,Entertainment & Style
IJM Land breaks ground on new London hotel,https://www.thestar.com.my/business/business-news/2024/11/27/ijm-land-breaks-ground-on-new-london-hotel,World & Politics
Grants to folk at 51 Sibu longhouses for festivities,https://www.thestar.com.my/metro/metro-news/2024/11/27/grants-to-folk-at-51-sibu-longhouses-for-festivities,Travel and Culture
Peru Congress removes mining minister as small miners snarl roadways,https://www.thestar.com.my/news/world/2024/11/27/peru039s-congress-removes-energy-and-mines-minister-amid-sector-protests,World & Politics
EU Commission issues autumn package to guide economic growth,https://www.thestar.com.my/news/world/2024/11/27/eu-commission-issues-autumn-package-to-guide-economic-growth,Business & Economy
"Tons of meat, poultry products recalled in U.S. over listeria concerns",https://www.thestar.com.my/news/world/2024/11/27/tons-of-meat-poultry-products-recalled-in-us-over-listeria-concerns,Health and Family
Soccer-Battling Bayern edge 10-man PSG 1-0 thanks to Kim strike,https://www.thestar.com.my/sport/football/2024/11/27/soccer-battling-bayern-edge-10-man-psg-1-0-thanks-to-kim-strike,Sports
Soccer-Leverkusen romp to 5-0 win over Salzburg in Champions League,https://www.thestar.com.my/sport/football/2024/11/27/soccer-leverkusen-romp-to-5-0-win-over-salzburg-in-champions-league,Sports
Soccer-Man City give up three-goal lead in 3-3 draw with Feyenoord,https://www.thestar.com.my/sport/football/2024/11/27/soccer-man-city-give-up-three-goal-lead-in-3-3-draw-with-feyenoord,Sports
Athletics-Boston Marathon organizers to pay athletes impacted by doping offenders,https://www.thestar.com.my/sport/athletics/2024/11/27/athletics-boston-marathon-organizers-to-pay-athletes-impacted-by-doping-offenders,Sports
Soccer-Leipzig own goal sends Inter top of Champions League,https://www.thestar.com.my/sport/football/2024/11/27/soccer-leipzig-own-goal-sends-inter-top-of-champions-league,Sports
Soccer-Outstanding Arsenal thump Sporting 5-1 in Lisbon,https://www.thestar.com.my/sport/football/2024/11/27/soccer-outstanding-arsenal-thump-sporting-5-1-in-lisbon,Sports
Soccer-Ton-up Lewandowski scores twice as Barca cruise to 3-0 win over Brest,https://www.thestar.com.my/sport/football/2024/11/27/soccer-lewandowski-double-helps-barca-to-3-0-win-over-brest-in-champions-league,Sports
Soccer-De Ketelaere steals the show as Atalanta run riot against Young Boys,https://www.thestar.com.my/sport/football/2024/11/27/soccer-de-ketelaere-steals-the-show-as-atalanta-run-riot-against-young-boys,Sports
Soccer-Simeone delighted with Atletico's 6-0 feast at Sparta Prague,https://www.thestar.com.my/sport/football/2024/11/27/soccer-simeone-delighted-with-atletico039s-6-0-feast-at-sparta-prague,Sports
Soccer-Milan boss Fonseca unhappy with defending after 3-2 win over Slovan,https://www.thestar.com.my/sport/football/2024/11/27/soccer-milan-boss-fonseca-unhappy-with-defending-after-3-2-win-over-slovan,Sports
Chinese automaker Dongfeng delivers first Box model to customer in Slovenia,https://www.thestar.com.my/news/world/2024/11/27/chinese-automaker-dongfeng-delivers-first-box-model-to-customer-in-slovenia,World & Politics
Intel awarded 7.865 bln USD CHIPS Act grant,https://www.thestar.com.my/news/world/2024/11/27/intel-awarded-7865-bln-usd-chips-act-grant,Science & Technology
Danish central bank reports strong bank earnings amid rising risks,https://www.thestar.com.my/news/world/2024/11/27/danish-central-bank-reports-strong-bank-earnings-amid-rising-risks,Business & Economy
U.S. stocks close higher,https://www.thestar.com.my/news/world/2024/11/27/us-stocks-close-higher,Business & Economy
Global Media Congress kicks off in UAE,https://www.thestar.com.my/news/world/2024/11/27/global-media-congress-kicks-off-in-uae,World & Politics
Biathlon-Ustyugov stripped of Vancouver 2010 medals after doping ruling,https://www.thestar.com.my/sport/others/2024/11/27/biathlon-ustyugov-stripped-of-vancouver-2010-medals-after-doping-ruling,Sports
Soccer-Resurgent Girona aim to carry momentum into Champions League clash with Sturm Graz,https://www.thestar.com.my/sport/football/2024/11/27/soccer-resurgent-girona-aim-to-carry-momentum-into-champions-league-clash-with-sturm-graz,Sports
Chilean prosecutors probe sexual harassment complaint against president,https://www.thestar.com.my/news/world/2024/11/27/chilean-prosecutors-probe-sexual-harassment-complaint-against-president,World & Politics
Canada hints at fast-tracking refugee refusals,https://www.thestar.com.my/news/world/2024/11/27/canada-hints-at-fast-tracking-refugee-refusals,World & Politics
Interview: Devastating floods in Spain underscores urgency to address climate change -- expert,https://www.thestar.com.my/news/world/2024/11/27/interview-devastating-floods-in-spain-underscores-urgency-to-address-climate-change----expert,Environment
US most wanted terrorist since 2009 arrested in the UK,https://www.thestar.com.my/news/world/2024/11/27/us-most-wanted-terrorist-since-2009-arrested-in-the-uk,Crime
Crude futures settle lower,https://www.thestar.com.my/news/world/2024/11/27/crude-futures-settle-lower,Business & Economy
Rugby-Ireland hit by injuries ahead of Australia test,https://www.thestar.com.my/sport/rugby/2024/11/27/rugby-ireland-hit-by-injuries-ahead-of-australia-test,Sports
Brazil police report: Bolsonaro directly involved in 2022 coup plot,https://www.thestar.com.my/news/world/2024/11/27/brazil039s-bolsonaro-had-direct-role-planning-coup-attempt-police-say,Crime
U.S. dollar ticks up,https://www.thestar.com.my/news/world/2024/11/27/us-dollar-ticks-up,Business & Economy
Soccer-Milan overcome Slovan Bratislava in 3-2 win,https://www.thestar.com.my/sport/football/2024/11/27/soccer-milan-overcome-slovan-bratislava-in-3-2-win,Sports
Soccer-Alvarez and Correa double up to help Atletico thrash Sparta Prague 6-0,https://www.thestar.com.my/sport/football/2024/11/27/soccer-alvarez-and-correa-braces-help-atletico-thrash-sparta-prague-6-0,Sports
"Roundup: Severe weather challenges Americans amid ""busiest Thanksgiving ever""",https://www.thestar.com.my/news/world/2024/11/27/roundup-severe-weather-challenges-americans-amid-busiest-thanksgiving-ever,World & Politics
Poland will not support EU-Mercosur trade deal: Polish PM,https://www.thestar.com.my/news/world/2024/11/27/poland-will-not-support-eu-mercosur-trade-deal-polish-pm,Business & Economy
"Soccer-Injuries give Real opportunity to become better, says Ancelotti",https://www.thestar.com.my/sport/football/2024/11/27/soccer-injuries-give-real-opportunity-to-become-better-says-ancelotti,Sports
Soccer-Sahin warns Dortmund must be ready for threat from Dinamo,https://www.thestar.com.my/sport/football/2024/11/27/soccer-sahin-warns-dortmund-must-be-ready-for-threat-from-dinamo,Sports
Iraq selects Vodafone for national 5G mobile license project,https://www.thestar.com.my/news/world/2024/11/27/iraq-selects-vodafone-for-national-5g-mobile-license-project,Science & Technology
Saudi Arabia approves 2025 budget with deficit of 26.88 bln USD,https://www.thestar.com.my/news/world/2024/11/27/saudi-arabia-approves-2025-budget-with-deficit-of-2688-bln-usd,Business & Economy
US Air Force says drones spotted over its military bases in England,https://www.thestar.com.my/news/world/2024/11/27/us-air-force-says-drones-spotted-over-its-military-bases-in-england,World & Politics
Americans having fewer children now than before: report,https://www.thestar.com.my/news/world/2024/11/27/americans-having-fewer-children-now-than-before-report,People and Living
"Soccer-Juve must build on AC Milan draw when facing Emery's Villa, says Motta",https://www.thestar.com.my/sport/football/2024/11/27/soccer-juve-must-build-on-ac-milan-draw-when-facing-emery039s-villa-says-motta,Sports
"Albania police fire tear gas, water cannon at anti-government protesters",https://www.thestar.com.my/news/world/2024/11/27/albania-police-fire-tear-gas-water-cannon-at-anti-government-protesters,World & Politics
New U.S. drug causes 20 pct weigh loss in early results: report,https://www.thestar.com.my/news/world/2024/11/27/new-us-drug-causes-20-pct-weigh-loss-in-early-results-report,Business & Economy
"Soccer-Argentine Mascherano named Inter Miami coach, reuniting him with Messi",https://www.thestar.com.my/sport/football/2024/11/27/soccer-argentine-mascherano-named-inter-miami-coach-reuniting-him-with-messi,Sports
"After long wrangling, Blinken to testify in Congress on Afghanistan",https://www.thestar.com.my/news/world/2024/11/27/after-long-wrangling-blinken-to-testify-in-congress-on-afghanistan,World & Politics
Huawei commits to shaping Malawi's digital future by investing in youth,https://www.thestar.com.my/news/world/2024/11/27/huawei-commits-to-shaping-malawi039s-digital-future-by-investing-in-youth,Science & Technology
Intel rewarded 7.9 bln USD for U.S. chip-plant construction: WSJ,https://www.thestar.com.my/news/world/2024/11/27/intel-rewarded-79-bln-usd-for-us-chip-plant-construction-wsj,World & Politics
Qatar breaks ground for world's largest blue ammonia plant,https://www.thestar.com.my/news/world/2024/11/27/qatar-breaks-ground-for-world039s-largest-blue-ammonia-plant,World & Politics
"New Russian missile fired at Ukraine carried warheads without explosives, sources say",https://www.thestar.com.my/news/world/2024/11/27/new-russian-missile-fired-at-ukraine-carried-warheads-without-explosives-sources-say,World & Politics
"Russian shelling kills two in Ukraine's Sumy, President Zelenskiy says",https://www.thestar.com.my/news/world/2024/11/27/russian-shelling-kills-two-in-ukraine039s-sumy-president-zelenskiy-says,World & Politics
NATO reaffirms support for Ukraine following Russian ballistic missile launch,https://www.thestar.com.my/news/world/2024/11/27/nato-reaffirms-support-for-ukraine-following-russian-ballistic-missile-launch,World & Politics
Americans estimated to throw away 316 million pounds of food on Thanksgiving: ReFED,https://www.thestar.com.my/news/world/2024/11/27/americans-estimated-to-throw-away-316-million-pounds-of-food-on-thanksgiving-refed,World & Politics
California to provide rebates for zero-emission vehicles if federal tax credit eliminated by incoming Trump administration,https://www.thestar.com.my/news/world/2024/11/27/california-to-provide-rebates-for-zero-emission-vehicles-if-federal-tax-credit-eliminated-by-incoming-trump-administration,Business & Economy
U.S. auto industry's shift toward EVs to go on despite Trump threat to kill tax credits: AP,https://www.thestar.com.my/news/world/2024/11/27/us-auto-industry039s-shift-toward-evs-to-go-on-despite-trump-threat-to-kill-tax-credits-ap,Business & Economy
Kenya launches surveillance network to curb forest fires,https://www.thestar.com.my/news/world/2024/11/27/kenya-launches-surveillance-network-to-curb-forest-fires,Environment
Huawei launches phones that run on self-developed operating system,https://www.thestar.com.my/news/world/2024/11/27/huawei-launches-phones-that-run-on-self-developed-operating-system,World & Politics
"Hong Kong rolls out blueprint to level up arts, culture, creative industries",https://www.thestar.com.my/news/world/2024/11/27/hong-kong-rolls-out-blueprint-to-level-up-arts-culture-creative-industries,Travel and Culture
"UN partners with Kenya to tackle malnutrition, boosting children's health",https://www.thestar.com.my/news/world/2024/11/27/un-partners-with-kenya-to-tackle-malnutrition-boosting-children039s-health,Health and Family
Respecting OCM as the custodian of multi-sports Games in Malaysia,https://www.thestar.com.my/opinion/columnists/2024/11/25/respecting-ocm-as-the-custodian-of-multi-sports-games-in-malaysia,Sports
Fears rise of gender setbacks in global climate battle,https://www.thestar.com.my/news/environment/2024/11/27/fears-rise-of-gender-setbacks-in-global-climate-battle,Environment
Mopping up while the tap’s running,https://www.thestar.com.my/news/environment/2024/11/27/mopping-up-while-the-taps-running,Environment
"To make oceans a climate priority, advocates look beyond COP29",https://www.thestar.com.my/news/environment/2024/11/27/to-make-oceans-a-climate-priority-advocates-look-beyond-cop29,Environment
Record-breaking climate change threats to health,https://www.thestar.com.my/lifestyle/health/2024/11/04/record-breaking-climate-change-threats-to-health,Environment
Why the UN Pact for the Future matters to Malaysia,https://www.thestar.com.my/news/environment/2024/10/05/why-the-un-pact-for-the-future-matters-to-malaysia,Environment
Budget 2025 Malaysia: Their green wishes,https://www.thestar.com.my/news/environment/2024/10/05/budget-2025-malaysia-their-green-wishes,Environment
Time for the big guns: It's governments that have to drive climate crisis mitigation,https://www.thestar.com.my/news/environment/2024/09/14/time-for-the-big-guns-it039s-governments-that-have-to-drive-climate-crisis-mitigation,Environment
How green will Malaysia's Budget 2025 be?,https://www.thestar.com.my/news/environment/2024/09/08/how-green-will-malaysia039s-budget-2025-be,Environment
Changing mindsets in ancient TCM industry,https://www.thestar.com.my/news/environment/2024/09/07/changing-mindsets-in-ancient-tcm-industry,Environment
The Spanish boy is changing – familiar El Niño weather pattern is different now,https://www.thestar.com.my/news/environment/2024/09/07/the-spanish-boy-is-changing---familiar-el-nio-weather-pattern-is-different-now,Environment
Malaysia is fighting invaders with local fish,https://www.thestar.com.my/news/environment/2024/09/07/malaysia-is-fighting-invaders-with-local-fish,Environment
Research vessel on three-year odyssey to stop ocean plastic pollution arrives in Singapore,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/08/27/research-vessel-on-three-year-odyssey-to-stop-ocean-plastic-pollution-arrives-in-singapore,Environment
Simpang Pulai factory given three-month licence to sort out pollution-causing issues,https://www.thestar.com.my/news/environment/2024/08/27/simpang-pulai-factory-given-three-month-licence-to-sort-out-pollution-causing-issues,Environment
Healthcare delivery has a hefty carbon footprint,https://www.thestar.com.my/lifestyle/health/the-doctor-says/2024/08/20/healthcare-delivery-has-a-hefty-carbon-footprint,Environment
Malaysia's Orang Asli are learning to work around climate change,https://www.thestar.com.my/news/environment/2024/08/10/malaysia039s-orang-asli-are-learning-to-work-around-climate-change,Environment
Malaysians are eating too much microplastics,https://www.thestar.com.my/news/environment/2024/08/10/malaysians-are-eating-too-much-microplastics,Environment
"DOE still probing factory that caused odour pollution leading to water cuts, says Nik Nazmi",https://www.thestar.com.my/news/environment/2024/07/25/doe-still-probing-factory-that-caused-odour-pollution-leading-to-water-cuts-says-nik-nazmi,Environment
"CCUS not the sole solution to addressing climate change, says Nik Nazmi",https://www.thestar.com.my/news/environment/2024/07/18/ccus-not-the-sole-solution-to-addressing-climate-change-says-nik-nazmi,Environment
"Surface temps in Peninsular Malaysia up by 0.24°C per decade since 1969, Dewan Rakyat told",https://www.thestar.com.my/news/nation/2024/07/16/surface-temps-in-peninsular-malaysia-up-by-024c-per-decade-since-1969-dewan-rakyat-told,Environment
CSI for wildlife – Malaysia’s forensic laboratory in the spotlight,https://www.thestar.com.my/news/environment/2024/07/15/csi-for-wildlife---malaysias-forensic-laboratory-in-the-spotlight,Environment
Achieving those global green targets with local and regional actions,https://www.thestar.com.my/news/environment/2024/07/15/achieving-those-global-green-targets-with-local-and-regional-actions,Environment
How would you deal with human-elephant conflict? Play 'Trunk Tales' to decide,https://www.thestar.com.my/news/environment/2024/07/15/how-would-you-deal-with-human-elephant-conflict-play-039trunk-tales039-to-decide,Environment
Malaysians are battling over growing mountains of waste,https://www.thestar.com.my/news/environment/2024/07/15/malaysians-are-battling-over-growing-mountains-of-waste,Environment
Eat for your health and Mother Earth’s,https://www.thestar.com.my/lifestyle/health/2024/06/21/eat-for-your-health-and-mother-earths,Environment
The US is playing politics while the world burns,https://www.thestar.com.my/news/environment/2024/06/18/the-us-is-playing-politics-while-the-world-burns,Environment
Wildlife protection department's special anti-poaching unit nabs poachers in Malaysia,https://www.thestar.com.my/news/environment/2024/06/15/wildlife-protection-department039s-special-anti-poaching-unit-nabs-poachers-in-malaysia,Environment
Fuel subsidies and how they affect the planet’s health,https://www.thestar.com.my/news/environment/2024/06/15/fuel-subsidies-and-how-they-affect-the-planets-health,Environment
"Indonesians eat the most microplastics, according to study",https://www.thestar.com.my/lifestyle/health/2024/06/02/indonesians-eat-the-most-microplastics-according-to-study,Environment
Operating rooms are a major source of hospital greenhouse gases,https://www.thestar.com.my/lifestyle/health/2024/05/25/operating-rooms-are-a-major-source-of-hospital-greenhouse-gases,Environment
War machine and the health of the planet,https://www.thestar.com.my/news/environment/2024/05/19/war-machine-and-the-health-of-the-planet,Environment
Testing times for Malaysia's elephants,https://www.thestar.com.my/news/environment/2024/05/19/testing-times-for-malaysia039s-elephants,Environment
Healing the planet depends on all  of us,https://www.thestar.com.my/news/environment/2024/04/26/healing-the-planet-depends-on-all--of-us,Environment
Making sense of the heat in Malaysia,https://www.thestar.com.my/news/environment/2024/04/26/making-sense-of-the-heat-in-malaysia,Environment
"Save the seagrass, save the dugong",https://www.thestar.com.my/news/environment/2024/03/23/save-the-seagrass-save-the-dugong,Environment
"Saving the green, green grass of home for Malaysia's turtles",https://www.thestar.com.my/news/environment/2024/03/23/saving-the-green-green-grass-of-home-for-malaysia039s-turtles,Environment
The connection between faith and the health of planet Earth,https://www.thestar.com.my/news/environment/2024/03/23/the-connection-between-faith-and-the-health-of-planet-earth,Environment
Sarawak’s climate change Bill – how effective will it be?,https://www.thestar.com.my/news/environment/2024/02/24/sarawaks-climate-change-bill---how-effective-will-it-be,Environment
That dystopian ‘future’ scientists talk about? It's already here,https://www.thestar.com.my/news/environment/2024/02/24/that-dystopian-future-scientists-talk-about-it039s-already-here,Environment
Shoring up shorebird protection in Malaysia,https://www.thestar.com.my/news/environment/2024/02/24/shoring-up-shorebird-protection-in-malaysia,Environment
A testament to wild women power,https://www.thestar.com.my/news/environment/2024/01/27/a-testament-to-wild-women-power,Environment
"The DOE has been looking after Malaysia's land, air and sea for 50 years",https://www.thestar.com.my/news/environment/2024/01/27/the-doe-has-been-looking-after-malaysia039s-land-air-and-sea-for-50-years,Environment
The planet broke all the wrong records in 2023,https://www.thestar.com.my/news/environment/2024/01/27/the-planet-broke-all-the-wrong-records-in-2023,Environment
Small miracles in a giant world,https://www.thestar.com.my/news/environment/2024/01/27/small-miracles-in-a-giant-world,Environment
The first step is the hardest,https://www.thestar.com.my/news/environment/2024/01/27/the-first-step-is-the-hardest,Environment
Malaysia pavilion makes a splash at COP28,https://www.thestar.com.my/news/environment/2023/12/30/malaysia-pavilion-makes-a-splash-at-cop28,Environment
Malaysia's Orang Asli rangers honoured for protecting Royal Belum Park,https://www.thestar.com.my/news/environment/2023/12/30/malaysia039s-orang-asli-rangers-honoured-for-protecting-royal-belum-park,Environment
The world needs to be weaned off our fossil fuel addiction,https://www.thestar.com.my/news/environment/2023/12/30/the-world-needs-to-be-weaned-off-our-fossil-fuel-addiction,Environment
Power of collective bargaining: Can Asean address green issues effectively?,https://www.thestar.com.my/news/environment/2023/12/02/power-of-collective-bargaining-can-asean-address-green-issues-effectively,Environment
Malaysian eagles are nesting in towers instead of trees,https://www.thestar.com.my/news/environment/2023/12/02/malaysian-eagles-are-nesting-in-towers-instead-of-trees,Environment
The world is bankrolling the climate crisis,https://www.thestar.com.my/news/environment/2023/11/30/the-world-is-bankrolling-the-climate-crisis,Environment
